WISEID,Answer,KIScore
153977.0,the solar oven will let the heat get in and then it will not let them get out as easily as the green house does or the atmosphere does,3
139842.0,the glass increase the heat of the sun rays because of the glass also that the inside of the house keep it warmer because of inside of the house is warmer than the inside,3
139543.0,since picture a and b works similarly a solar oven also has this type of process the solar oven traps heat in and try to keep as much of it inside and not let it out just like a green house,4
139506.0,they are similar because they trap heat inside and allow it to rise temperatures another reason is having this glass type of surface that allows it to be similar to ovens,4
154193.0,the green house acts like the atmosphere like it keeps the sun inside the amosphere keeps the heat inide,3
150065.0,they both let sun rays in and trap the hat inside,5
136391.0,i chose what i did was look at the picture and it had the glass part looking like the earth i chose this also because of the it was setup i also chose this awnser becasue the plants would act a little like the marshmellow,2
150066.0,well i don t really know what a solar oven is so maybe the heat from the sun is going through the glass and giving the plants heat so that might be a solar oven,2
150156.0,sajkv,1
118585.0,both are similar because the heat enters the solar oven and gets trapped,3
136468.0,in think they re the same because they both keep air in and they both get reflection from the sun,4
139819.0,they both let in and retain heat,4
118538.0,for question a the energy wont be able to escape for question b the energy is going but some of the energy is ascapeing,2
154343.0,the solar oven needs to keep heat inside but if it dosnt it really cant be called a oven if it cant heat any thing up,2
136408.0,in picture a the energy is entering the greenhouse but is not able to exit that is what happened with the solar oven in picture b energy is going down from the sun and when it hits the earth it reflects back up in the solar oven when the energy hit the aluminum flap it reflected wherever it was tilted,5
136419.0,they both are because a solar oven uses solar energy to heat things so do greenhouses and the earth s atmosphere,4
118398.0,only part a because it shows how it is like a soleronven and the other resone is that it keeps the house clen,2
118297.0,they bot are absorbing heat and they are both heating something up with heat,2
139491.0,both picture a and picture b are similar to solar oven because they all demonstration the same concept of heat entering and trapping heat and keep a area warm,4
154157.0,i think both because the heat is inside and it sometimes gets out on picture b and on picture a it stays in,4
150114.0,it is bad,1
136367.0,i think they are both similar to the solar oven because in picture a and b they were showing the heat getting trapped in the atmosphere and the green house when we were working on our solar ovens we were trying to trap the heat in side the oven so it can cook the marshmallow,4
150077.0,pictures a and b are similar to a solar oven because the heat goes inside and some heat goes out like a convection current,4
150230.0,the greenhouse is similar because the heat is being kept in and also because both are bouncing off something,3
136424.0,it is like a solar oven because it is a confined space that keeps the heat in it also uses heat from the sun to heat it,2
136549.0,the light is absorbs into the green house earth and the oven the it heats up the release light,4
136423.0,the plastic on the solar oven traps the solar radiation from the sun inside the box the box releases inferad from the heat,4
150130.0,the atmosphere is like pane of glass the stops the heat from escaping,3
139495.0,the pictures are similar because the sun s radiation is trapped and used as a source of energy the solar oven also has a glass like material that takes the light from the sun,5
139544.0,both pictures trap heat like solar ovens do both have a source of energy that enters through a glass and that energy in the form of heat cannot escape,5
154107.0,there similar because it shows the sun reflecting of the earth and arrows are reflecting off the earth,3
149965.0,both heat pictures heat is being observed by the sun both are getting heat,3
118304.0,they all trap heat inside and they all are powered by sr,5
153991.0,both have something keeping heat in and both are heating object s,4
118391.0,it captures solar energy and turns it into heat energy and releases infrared radiation it also relies on the sun to do things without the sun there it can t capture solar energy and turn it into heat energy,4
150061.0,i said they are both smilar because they show how some heat goes in and comes out like a solar oven,2
118542.0,yes they are both similar because the solar energy helps the plants grow in the green house and the solar oven cooked the food with solar energy,4
118577.0,because solar ovens work the same way because as the solar oven the greenhouse reflects light too,2
