WISEID,Answer,KIScore
153977,One important decision is that it might have to have an opening (Of course it does) for the sun to get in to grow to tomatoes. And you might want to grow less tomatoes so it is not as compact.,3
153978,"You need to figure out what material you're going to use to make the structure, the size, where the garden is, and the placement of the sun. If the sun is higher it might bring more heat. If the garden is somewhere where it snows or has other extreme weather, the tomatoes might not grow as fast.",3
153979,1. you can grow 2 tomatoes  in a well cared for green house. 2.water them different times a day  and see which one grows faster then do that with both fruits 3.keep alarms and track when  you watered  them and how.,2
153980,"Some important decisions I will need to make is putting a thermometer in, solar panels that create electricity, and put in heaters.",2
153981,"You will need to have a wide enough entrance for the sun rays to travel into the structure. Also, you will need to make sure that the heat doesn't leave the enclosed space, since we need as much as heat possible in the cold winter.",4
153982,I think that yo need water and sunlight for tomatoes to grow properly.,3
153983,important decisions you will need to make are where is your structure going to be located and how much heat there is in that place.These decisions will have an effect the amount of energy that enters and leaves the structure because you need to have a place where there is enough heat for the tomatoes to grow.,3
153984,maybe have solar panels or a green house.,2
153985,YES BECAUSE YES,1
153987,i think it will take the air out becsaus it can take the air out,2
153988,how much will this structure cost the community garden? what should we build ?,2
153989,"What decisions I would need to make would be, how were going to get heat and what temperature tomatoes grow best in. These decisions would affect the amount of energy in the build because if our heating takes a lot of energy we couldn't have lights in the build.",3
153990,As a plan i would build a green house to protect the tomatoes. This would make an impact by protecting and keeping the tomatoes warm and protected.,2
153991,To make an impact you would need to use glass to get the sun in and put in generators outside to power the heaters to keep the plants warm and to help go against the cold outside.,3
153992,You will need a strure,2
153993,It is important because if the tempature and all the other stuff arent right the project won't work.,2
153994,Some decisions you might need to make would be the height and width (size) of the structure and what materials to use as the roof to let sun in.,3
153996,You will need to plan and built a structure for the tomatoes using wood for the structure and the temperature should be around 75 to 80 because if its to warm or to cold they might not grow.,3
153997,you will need to make it hot in the the structure because it needs to be hot but you need water to help it grow so you have to put water in it,2
153999,"You need to know how much light, how tall and how long becuse the hight and langhth changes the heat.",4
154000,i plan to  build the structure small and wide because the question on 1.2 showed that the small and wide heats up faster,2
154026,"You will want to make a green house so that the heat gets trapped in and the plant will grow better.  This will effect the amount of energy leaving the green house because, you want to trap the heat in there so that they will grow faster.",4
154107,"be Important decisions I need to make are how big should the structure be, draw it to see how I want to make it, and how warm should it be inside for the tomatoes. These decisions may affect the amount of energy by if the temperature being to hot or cold, having to big of a space, and drawing to see if its big enough or needs to be bigger.",3
154108,One important decision that will be made that will impact the temperature is the length and width of the structure. Making this decision could let more or less heat get in.,3
154109,If you get some tin or metal in the structure you can compact heat in you structure to get energy. Also you have to have a wide and short structure so all the heat stays in. Also if you use glass as your roof the sun will go in but the heat won't go out.,4
154111,One important decision I would have to make is where would I put the structure. If I put the structure in a forest I will get no heat from the sun but  if I put the structure on a plain it would get more heat from the sun.,3
154113,If you plan to move the tomatoes inside to a green house because a green house has glass panels that bring in the suns energy and heat and keeps it inside of the green house.,4
154114,They might need to build a green house so that the glass on top can be a magnifying glass and the rest of the house can protect them from the cold.,2
154115,"The important decisions I will have to make, will be to think of a structure that can keep a certain amount of  air and certain temperature in a box for a certain amount of time.",2
154117,It will effect the amount of energy that enters or leaves the structure because if you mess up the building and it is not the best temperature for the tomatoes then they would not grow fresh and they might not be in good conditions but it depends on the types of tomatoes that are growing.,3
154120,My community garden group would make a green house and we would close the doors quickly to the green house so than the cold would not get in much.  We would water the plants once a week and the green house would be warm and humid. We would set up cameras to check on the process without going in the green house.,3
154121,You need lots of green leaves and seeds and you want lot of sun so it will generwate the heat into the tomato.,3
154123,"it would affect by, how low and high the temperature is and how the tomatoes grow.",2
154125,What the strucher is made of.,2
154126,Will she be able to make it air proff so that  no air comes in and out it has to have light to be able to come in.,3
154129,My structure should be a green house because I can control the temperature with the sun's solar energy with panels that will warm up the house.,3
154131,What I would do is get solar panels and put them on top of the garden so that I could add heaters to make it the perfect temp. How this decision may affect the amount of energy is that it wouldn't use the powerlines.,2
154133,If the tempature is cold the tomatoes will not grow because there is not any sunlight if there was sun light the tomatoes will grow in the sun because it is hot.,3
154136,You will need a heater to make it hot in side the greenhouse.,2
