WISEID,Answer,KIScore
139533,the atmosphere serves as a covering of the earth as does the glass does for the shed,2
154000,because the heat gets in but can t get out,4
139768,nan,1
150236,the atmosphere because it attracts the sun,2
136416,it reflects most of the heat but not all of the heat,2
150065,there is no colored thing there which probably implies that the line is probably air,2
119017,in the the greenhouse sun goes through the glass in the earth picture the sun is going through the atmosphere,2
150057,i didn t choose earth because that would be like the plants since its the lowest object,2
154216,the atmosphere because the atmosphere provides the air,2
150172,because heat goes into the glass from the sun so basically the sun is the glass,2
153856,because space surrounds us aka earth,2
154134,it is the atmosphere because it is the atmosphere in and around the earth that impacts the temperature on our planet based on how close or far away our planet is from the sun,2
118464,it is like the atmosphere because it blocks the sun,2
136555,the atmosphere keeps heat in just like the glass keeps heat in,2
154306,as the atmosphere does the oven traps the heat inside to heat whatever is in there,3
139851,nan,1
139802,nan,1
151193,i dont know,1
118397,i think earth because in picture b it shows earth on the inside of the oval shown in picture b,2
154114,its atmosphere because the atmosphere would reflect the sun into the earth and heat it up,2
136360,sun because the sun is like the heat going into the oven and the earth is the oven taking in some heat and refecting some heat,2
150082,i think that the earth is like the glass because it shows the arrows going into the earth,2
154157,i think glass because if its really hot outside it can be worm inside unless if you have a cooler inside the room it will make the heat go away,2
118562,the sun is shining on it,2
118419,the sun as you could see that the sun is coming straight to the green house and the earth,2
118308,the sun because it will provide heat in a greenhouse,2
118553,it s the sun because that makes the flowers healther and makes them survive more,2
150177,it is because space is on the outside of the earth,2
150123,the atmosphere because the atmosphere is like a blanket that traps all the heat so it won t get out,3
151190,the atmosphere is the same as the outside becasue both are clear,2
118410,it is on the green on the earth,2
154162,the atmosphere reflects the sun so it wouldn t get that hot,2
118308,because you need water for a green house and earth has lots of lakes and oceans,2
150097,i chose sun because the sun goes right through the panels,2
153918,well in picture a the roof glass and the sun hits the plants which bounces off and in picture b the sun hits earth and bounces off and hits the atmosphere like the roof in picture b,2
153823,atmosphere because it is like the earths roof,2
118417,i think why is beacuse the heat from the green house will take engery from the plants,2
151191,the atmosphere is like a glass,2
151218,i don t know,1
118473,because the sun is heating the plants,2
154197,the atmosphere is like the glass because the heat from the sun is going through it,2
150138,the glass is traping the suns heat,3
154346,i luck the pichar and luck a sun,2
118353,the atmosphere because it will shin out ans in,2
136500,i chose the sun because it is moving very crookedly like the red lines in the green house,2
154159,the atmosphere is like the glass,2
150902,because the picture shows that the earth is with the sun,2
150203,it is not allowing the heat to go out,3
118411,the atmosphere is earth s blanket so the lines bounce off the atmosphere,2
149954,the atmosphere is like the glass witch makes thing worm,2
153930,the sun reflects into the little shed,2
153917,i think this because the sun shines in and stays in there,4
153936,sun because you need sun,2
118603,because the heat will be reflting of,2
118588,because it does the same job as the green house gases,3
149960,atmosphere because in the it bounces out of the green house,2
154204,it is the same because the sun just goes off the atmosphere like the glass,2
153927,sun because the plants need to grow if we want to eat,2
6971,it shows that the atmosphere is covering the earth so the sun can not reflected that mush in to the earth,2
118543,the atmosphere looks like it has glass,2
150239,the atmosphere is like the glass from the greenhouse because its deflecting some of the cold air,2
153837,i think so because in picture b it looks like a big roof around the earth,2
118552,the sun hits the atmosphere,2
139861,they are both keeping the heat inside from escaping,3
150167,glass is a barrier whilst the atmosphere is earths border,2
118634,nan,1
136508,i chose atmosphere because in picture b there is a circle shape around the earth that s why ichose atmosphere,2
